apkname,actividades,proveedor_contenido,receptor_mensajes,servicios,urls,filtros_intent,api_restringidas,api_sospechosas,permisos_solicitados,permisos_usados,uses-feature
b4a,1,0,0,0,0,1,17,8,0,0,0
com,3,0,2,1,0,4,6,5,6,3,0
com.alexandrud,59,0,1,1,0,7,4,5,2,2,0
com.joanna.idiomMMD,10,0,0,4,1,2,1,5,8,4,0
com.elfswipeCDCEF63EA226568BABAF5BF20DD6C5F299623D2A,7,1,3,5,0,10,12,7,15,5,1
btc.estatutotributariofree.app,2,0,0,0,0,2,14,2,1,0,0
com.nestik.interview,3,0,0,0,0,1,8,2,2,2,0
com.Rank.Vicecity,8,0,0,0,0,1,5,3,2,2,1
com.admob,5,0,0,0,0,1,6,2,2,2,0
appinventor.ai_plados.Florian,1,0,0,0,0,1,30,7,3,3,0
au.com.pocketware,6,0,0,1,0,1,1,4,5,2,0
com.kids.kousuan,11,0,0,5,1,2,1,5,9,2,0
big,2,0,0,0,0,1,14,2,2,0,0
com.fidelis.clapk,1,0,0,0,0,1,1,1,4,0,0
com.rem.dropletshield2,4,0,1,1,0,2,20,11,7,5,0
com.doelsumbang,3,0,0,0,0,1,8,2,2,2,0
appinventor.ai_zaenal77hafid.TYDOLLASIGN,3,0,0,0,0,1,34,9,4,4,0
appinventor.ai_kyunghansong4437.amharicsermons,1,0,0,0,0,1,30,8,3,3,0
appinventor.ai_siddharth_mbd.jeevanutthan,1,0,0,0,1,1,30,8,3,3,0
com.gucdxj.sudhfhsdhfdd8ACBCBFF4642E23F718AC1B2344178A45BD671E7,3,0,0,1,0,1,2,5,9,2,0
com.android.udsea,4,0,3,1,0,9,0,1,19,0,0
com.ovaa.sozh,1,0,1,1,0,10,0,0,32,0,0
com.dyTECapp.planegame,4,0,1,1,0,2,0,2,8,0,0
com.androidemu,14,0,2,5,0,7,0,7,17,9,3
cal.byzm.anzhii,2,0,1,1,0,3,0,0,12,1,0
com.androdev22.captionigromance,3,0,0,0,0,1,4,2,2,2,0
com.Harbor.freightapp.us,2,0,0,0,0,1,32,8,6,4,0
com.hd.android3D0F5C24F76917FB71BCD0251D3501937598200C,4,0,1,8,0,3,0,1,22,0,0
com.bredir.boopsie,16,0,0,0,0,5,6,5,5,1,6
com.a446172451c29d189c3958a,10,0,3,2,0,5,7,9,11,6,2
com.kubao.android.activity,9,0,0,0,0,1,0,2,8,0,0
com.andromo.dev308822,9,0,0,0,0,1,5,3,2,2,1
com.bass.fishing.wallpapers,8,0,1,1,0,2,19,8,11,9,0
com.desa,1,0,0,0,0,1,0,0,2,0,0
com.liubo.tylerbook8035032ABCEBE36A79049D70DAC1AC5FE159373B,12,1,1,1,0,2,4,7,10,6,2
com.ltc.unicorn.emojis,3,0,0,0,0,1,19,7,6,5,0
com.ecapycsw.mtudfer,2,0,1,1,0,2,0,2,10,1,0
ch.dlpdb,2,0,0,0,0,1,15,7,6,4,0
com.liwenzhi_calendar.activity,10,1,1,4,0,1,0,3,2,0,0
aibpj.ehjcd.fejkn.ibfbb.lbbkk,7,0,3,3,3,9,3,11,31,10,0
com.androapplite.localtheme13,1,0,0,1,0,1,2,3,4,1,0
com.cqsoluciones.radio,2,0,0,1,2,1,14,4,1,0,0
com.pw.screenclickerD13434619640C432E4C58C3E0934EBCC8ADE17F6,19,1,4,5,0,8,0,2,10,0,0
com.HandicartfromCoconutShell.adielsoft,3,0,0,0,0,1,8,2,2,2,0
com.mtjsshop.app,10,2,3,4,0,20,0,2,21,0,0
com.haiyuan.shicinaming,10,1,0,0,0,2,0,6,7,3,0
com.appybuilder.richardrahmawan.ErieSuzan,3,0,0,0,0,1,38,11,6,5,0
com.BlackandWhitePianoTiles,2,0,0,0,0,1,4,5,5,3,0
com.radmxrt.oumyasminnn,2,0,0,0,0,1,7,2,7,3,0
com.and,4,0,1,0,0,2,0,4,13,4,0
com.leahr.leahr,5,1,1,5,0,1,0,3,7,0,0
com.abbc.vovn.hurx,4,0,3,2,0,10,3,7,22,5,1
com.aidn,32,1,7,19,10,20,1,15,33,10,0
IMiIh.RsCu.OrPrUPq,26,0,4,9,0,26,0,0,83,0,0
com.OrangMedia.desainhighheels2017,3,0,0,0,0,1,8,2,2,2,0
com.TrikPacaranJarakJauh.sutriyanidroid,3,0,0,0,0,1,8,2,2,2,0
com.amongst.impose,16,0,4,4,0,12,3,12,33,13,0
com.lqd.cameraF9497A0C62C382526119CCE254BECC35D2C05B70,8,1,1,5,0,1,0,3,11,0,2
club.amase.mocubed,7,0,0,0,1,1,5,7,6,2,0
com.paladin.defencehero2kjkl,38,0,1,3,0,3,17,8,11,5,0
be.zen,1,0,1,2,0,21,0,2,1,0,0
com.looyctrr.gkdadbya,10,0,6,4,3,19,0,11,43,9,0
com.Cigdem.status,8,0,0,0,0,1,14,6,8,4,0
com.android.little87A17EBD50A8D0FC2A42410E22B51A431BFFE31C,4,0,3,1,0,9,0,0,19,0,0
com.BoyKidClotes.myapp,3,0,0,0,0,1,4,2,2,2,0
com.andromo.dev258392,9,1,0,1,0,1,4,3,3,2,1
com.enlightment.appslockerqs,16,0,4,5,0,6,0,3,8,0,0
com.bxm,17,0,0,0,0,1,0,6,15,3,0
com,2,0,0,0,0,1,6,3,1,1,1
br.com.presume.presumeapp,10,0,0,0,0,2,14,5,6,3,2
com.newminisevenqioftf.bfesf,11,0,1,4,0,3,0,5,17,2,0
com.digital_and_dreams.android.gjdjh68DCF0661C108A1C14E666144CB7DD6817A3C3FF,17,0,1,2,0,5,0,2,15,0,3
appinventor.ai_saithao1990,3,0,0,0,0,1,30,7,3,3,0
com,2,0,0,0,0,1,8,2,14,5,0
com.cherrystudio,9,0,0,0,0,1,10,3,2,2,0
com.BenLin.BLIPCamera,9,0,0,3,0,1,3,5,10,8,2
com.elfswipe619B3C5EFAB4413CBD2A78D0F26819BCF945C016,7,1,3,5,0,10,12,7,15,5,1
com.jogjapub.wiringhomeinstalation,3,0,0,0,0,1,9,3,2,2,0
com.empiris.BulughulMaramDanTerjemah,3,0,0,0,0,1,5,2,2,2,0
com.battery.b,2,0,0,1,0,1,11,5,5,2,0
browsermine.com,2,0,1,1,0,1,13,10,5,3,0
com.akkad,3,0,0,0,0,1,8,2,2,2,0
com.camineo.exploralite,3,1,0,0,0,1,0,3,8,5,0
com.devnitiya.sdcardphotorecovery,2,0,0,0,0,1,6,5,2,2,0
com.RapidoDroid.synscaninit2,2,0,0,0,0,1,11,2,2,1,0
com.appmk.book,7,0,0,0,0,3,0,2,8,3,0
appinventor.ai_RokarTV10.Audio_sharing,3,0,0,0,3,1,28,8,4,4,0
app.android.ninestore434E5FF115997B282840E246F60ACDED1A2B6879,45,2,6,15,4,38,2,8,38,11,0
com.amar,6,0,0,0,0,1,4,2,2,2,0
com.android.liulinger3DCD9EAB597A27BA608DA6FBE6F0F177AE585CF7,4,0,3,1,0,9,0,0,19,0,0
com.onekey.fasttakephoto,14,0,4,3,0,9,0,3,13,0,3
com.kidsoft.vibratenumber,6,0,1,2,0,2,1,6,16,9,0
com.cloud.healthy,7,0,1,4,0,3,0,1,16,0,0
com.drawluna.badjiboel,2,0,0,0,0,1,7,2,7,3,0
com.hjl.liangzuan,7,0,0,0,0,1,17,7,5,2,1
cn.com.modernmedia,20,0,1,1,2,6,23,9,12,5,0
com.ManTrauser2018.amardroid,3,0,0,0,0,1,8,2,2,2,0
com.dcc.newminisixliuone.laidianshanshanshan,9,0,2,6,0,3,0,6,16,3,3
com.qmtiku.categoryId_69,26,0,3,4,0,7,0,6,17,3,0
com.jumbledsheep.funnyphoto,9,0,3,1,0,9,9,7,12,7,0
com,2,0,0,0,0,1,6,3,3,1,2
com.appspot.swisscodemonkeq,15,0,2,2,0,8,5,5,8,2,0
appinventor.ai_pedro_martinezlr.My_SupportXMR_Hashrate_V4,2,1,0,0,0,1,37,9,6,3,0
com.cjwifi,20,1,10,21,0,19,0,3,20,0,0
com.allensandiego.xtreamerremote,4,0,0,0,0,1,15,5,4,3,1
com.android.xueyou,4,0,3,1,0,9,0,0,19,0,0
best.hindi,6,0,0,0,0,1,4,3,5,4,0
com.campusmaps,2,0,0,0,0,1,8,4,7,2,0
com.ahfdesing,2,0,0,0,0,1,10,3,2,2,0
com.fldv.sldb.kvkb,4,0,3,2,0,10,3,7,22,5,1
com.h49512087.dfs,1,1,1,1,0,9,0,1,9,0,2
com.qpfz.zspk.ozcu,7,0,2,2,0,8,3,6,14,4,0
com.dlsi,2,0,0,0,0,1,9,5,10,3,0
com.dpgj01.a0707,5,0,4,3,0,19,2,11,29,6,0
aimoxiu.theme.mx2d93c000fb9c6f842bc6e3f1ebe48221,1,0,0,0,0,1,0,5,8,4,0
appinventor.ai_antonio.Dumont,2,0,0,0,0,1,30,7,3,3,0
com.chillingo.ibomberdefencepacific.androi,3,0,2,3,0,5,2,3,24,4,1
com.android.cug,1,0,2,2,0,4,2,4,10,2,0
com.android,4,0,3,1,0,9,0,0,19,0,0
com.android.pentatonix2BA2EB1DB17FBA2D24245D49E5E7D70C2353567F,7,0,4,2,0,22,0,0,27,0,0
com.deeroid,1,0,0,0,0,1,12,3,0,0,0
com.andromo.dev162819,16,1,0,1,0,1,4,3,3,2,1
com.charles.sgd,5,0,3,5,0,4,0,3,15,0,3
com.cubemagic,3,0,0,1,0,2,10,3,2,2,1
com.couchbase,4,0,0,0,1,1,12,5,2,1,1
com.magiccatlivewallpaper1092456,7,0,1,2,0,4,17,7,8,4,1
cn.android.setting,2,0,2,2,0,4,2,9,30,10,2
com,2,0,1,0,0,2,10,4,2,2,0
com.aguelmous,6,1,0,0,1,1,7,3,4,2,0
com.bdenney,3,0,0,0,0,2,18,4,2,1,0
com.newminisixliutw.BlowApp,14,0,5,6,0,9,9,6,22,7,0
com.konetosapp.mobile,1,0,0,0,0,1,0,1,7,1,0
com.db,1,0,0,0,0,1,1,1,2,0,0
appinventor.ai_cristianovagos,1,0,0,0,1,1,28,7,4,4,0
com.dxjxrr.Unitconversion,21,0,0,4,0,1,0,6,11,3,0
com.onexuan.coolify.flat,4,0,1,1,0,2,8,6,9,2,0
com.gr0andm.sh00ta,9,1,17,19,0,26,0,1,44,0,0
com.burin.orkdn5C8E8EE515B1765C944E10AB1BEA69E0029A1394,31,1,9,21,11,33,0,13,33,10,0
com.dbskenya,1,0,0,0,0,1,0,0,6,0,0
appinventor.ai_namsang.Bcarlock,2,0,0,0,0,1,30,7,5,3,0
com.cbs.sportsapp.android,5,0,2,2,2,5,4,6,16,7,0
com.android.erqiwu9F2D494336EDECAB3A3666D9AE50B7E5DA043EAD,4,0,3,1,0,9,0,0,19,0,0
com.android.gucdxj,8,0,1,1,0,3,0,6,11,6,0
com.ooedzzzdb.brmg.izhx,9,0,3,6,0,28,0,0,17,0,0
com.mofanadren.spincube4F1656E8E39A1979B37EE24AA6152C436FB06935,3,0,1,1,0,2,0,1,15,0,0
ast.jump,1,0,0,1,0,1,4,6,13,4,0
com.mayijieqian.daikuan,7,1,1,5,0,2,0,2,12,0,0
com.lzkh.gfug.ispt,4,0,2,2,0,8,3,6,14,4,0
com.af_wizzard,3,0,0,0,0,1,9,4,4,3,0
com.coknethaber,1,0,0,0,0,1,11,2,1,0,0
com.katakatasindirankecebanget.Rayadeveloper,3,0,0,0,0,1,8,2,2,2,0
adkar,3,0,0,0,0,1,12,3,3,3,0
com.putih.risalahhaidfiqihwanita,3,0,0,0,0,1,5,2,2,2,0
appinventor.ai_hostipar.RadioFavorita,1,0,0,0,1,1,28,7,4,4,0
com.bravo,5,0,0,1,0,2,18,7,6,5,0
com.arsakhacomunity,2,0,0,0,0,1,7,2,6,3,0
com.cancer,1,0,0,0,0,1,0,0,7,0,0
com.gnud.nhbo.islb,5,0,2,2,0,8,3,6,14,4,0
com.gameloft.android.GloftGAN2_USkgjief,2,0,1,1,0,4,6,2,10,0,0
com.badlogic,2,0,0,4,0,1,0,6,11,3,0
com.appmk.book,6,0,0,0,0,3,0,0,7,1,0
app.tajikusjiepai,14,0,6,6,1,2,0,4,12,4,0
com.barakallah,3,0,0,0,0,1,9,3,2,2,0
com.ddgame.studio.painter,1,0,0,0,0,1,10,6,7,5,0
appinventor.ai_fsfinalz,2,0,0,0,0,1,30,7,6,3,0
appinventor.ai_kimsalangkim,1,0,0,0,0,1,30,7,3,3,0
com.ibasso.volume,2,0,0,1,0,3,2,6,6,2,1
ajffnj.mlomjf.opbleg.jnpgoi.gankgo.mghjla,7,0,3,3,3,9,3,11,31,10,0
com.macropinch.hydra.spfhwDAEB95C6840F110D3FFC253C6D56248256669B1E,2,0,0,5,0,2,0,6,15,3,4
com.gpn.wlbcyj,9,0,6,14,0,23,0,0,42,0,0
com.mysql.you,9,0,0,0,0,1,2,6,6,2,0
com.example.adultvictoriaE08C62C6A7C54C0EF360482BC12CF088EDCADC5F,2,0,4,3,1,11,0,7,36,6,0
com.jisu.tupianliu.lrl,38,6,7,14,8,25,1,8,21,13,0
com.ZXHSBapp.zhuangxiu,10,0,0,2,0,1,0,2,11,0,0
app.xmp,1,0,0,0,0,1,0,1,8,1,0
com.elfswipe3EC92EBD0D484BC4574F55A45A2DB8B0B07D3DC6,7,1,3,5,0,10,12,7,15,5,1
com.liujian.muniaowo,14,0,4,6,0,18,13,10,51,10,2
com.example.kid17.calculator,3,0,0,2,0,1,0,3,0,0,0
com.app.free.studio.xperia,11,0,1,3,0,4,0,2,12,7,0
aimoxiu.theme.mx9e83878e1621d3214d41e0e9f066002d,1,0,0,0,0,1,0,5,8,4,0
com.gfdfgger.dddd,29,0,4,4,0,12,3,7,23,8,0
com.banderillas,8,0,8,1,0,5,1,5,6,5,0
com.bgrbyrk,6,0,2,2,0,3,1,8,6,5,0
com.kuio.guzz.nghc,29,0,3,2,0,10,3,7,22,5,1
com.CraftHandmade.redjola,3,0,0,0,0,1,4,2,2,2,0
com.android.mmkmplayer323,4,0,5,4,6,7,2,11,25,9,0
appinventor.ai_tolunaseven.MELLY_GOESLOW,3,0,0,0,0,1,34,9,4,4,0
an.government.it,10,0,1,1,1,4,8,7,11,6,0
appinventor.ai_RodrigoRezende24,3,0,0,0,0,1,22,8,4,4,0
com,6,0,0,0,0,1,6,6,5,4,0
com.CraftClayIdeas.saydroid,3,0,0,0,0,1,8,2,2,2,0
com.appsbar,30,0,0,0,0,1,6,3,10,2,0
browsermine.com.browsermine,2,0,1,1,0,1,13,10,5,3,0
com.pocketdifdsf.sbmaster,4,0,1,1,0,2,8,6,3,2,0
com.appstrand,2,1,3,4,0,6,5,4,8,3,0
com.alensw.qsquickPicFolder97D62027BFC3A39F5AB8E8078629691D19FFAD26,15,2,0,2,0,12,0,1,11,0,0
alien.invasion,1,0,0,0,0,1,19,3,1,1,0
action.wargames.arcade,2,0,1,1,0,3,2,3,8,3,0
com.glgjing.alch,5,0,1,1,0,3,17,8,8,5,0
com.enigmaproapps.newshivepakistan,11,1,5,4,0,6,7,5,9,5,0
com.aadhk.lite,14,0,0,1,0,2,8,7,4,1,0
appinventor.ai_bubblesproduction1.DrosA3,2,0,0,0,0,1,28,8,4,4,0
com.qmtiku.categoryId_70,26,1,3,4,0,7,0,6,18,3,0
com.chatmaster.net,4,0,0,1,0,2,5,7,14,5,0
appinventor.ai_mossoba_youssef.FlingFlung,1,0,0,0,0,1,30,8,4,3,0
com.fullalbumnellakharisma.bangyos,3,0,0,0,0,1,8,2,2,2,0
com.fpnq.cleaner,8,0,10,8,1,19,0,8,85,15,0
co.mydressing,12,0,0,0,0,1,8,7,4,2,0
akai.floatView.op,4,0,3,3,1,3,2,7,8,5,0
appinventor.ai_labelleprojectcad.FinancialFreedomV1,8,0,0,0,1,1,30,7,5,3,0
com.android.cug.compass,4,0,0,2,0,1,0,6,11,3,0
bolivia,8,0,0,0,0,1,8,3,2,2,0
com.BeautifulWedgesShoes.myapp,3,0,0,0,0,1,4,2,2,2,0
com.BreakfastBreadRecipes.FirdausStudio,3,0,0,0,0,1,9,3,2,2,0
biz.app,1,0,1,1,0,3,5,3,9,3,1
com.admobiledev,5,0,0,0,0,1,10,4,3,2,0
co.lvdou.livewallpaper,2,0,2,2,0,5,8,7,12,5,0
com.maiil.jetablle,1,0,0,0,0,1,1,1,2,0,0
com.CiomGfaon,4,0,1,1,0,2,2,2,12,1,0
com,12,0,1,1,0,11,12,6,7,4,0
com.accxis,1,0,0,0,0,1,0,1,0,0,0
app.keysxdhnfgsva,2,0,1,1,0,2,1,2,7,0,0
bb.moykaoptom.ru,2,0,1,1,0,1,13,10,5,3,0
com.orderhealth.in,1,0,0,0,0,1,0,0,2,0,0
appinventor.ai_jet_jason,3,0,0,0,0,1,30,7,3,3,0
com.mapadebolsillo.firemap,4,0,0,0,0,1,7,3,5,3,0
com.bartat.android.elixir,1,1,1,1,0,2,1,5,12,2,1
com.bktt,2,0,3,1,0,15,0,0,30,0,0
com.aichess,8,0,1,0,0,3,4,6,6,5,0
com.amorph.frg.deluxenmbhfbv,23,0,2,2,0,5,4,4,9,3,0
cn.npnsnnn,2,0,1,1,0,2,0,6,10,4,0
air.EscapeGamesDay302,2,0,0,0,0,1,2,3,5,3,0
com.aicheng2199,35,0,4,5,1,8,8,11,14,6,1
com.jiayou.ydts.hq,9,0,0,1,0,2,2,9,33,9,2
com.devnitiya,2,0,0,0,0,1,6,5,2,2,0
com.agcdevelopment,3,0,0,1,0,2,0,2,1,0,1
com.a51431055151c18cbb2a3852a,7,0,0,0,0,1,16,7,7,5,2
com.bukuoryzaee.hurtme,4,0,0,0,0,1,16,5,3,3,0
com.rexsee.kkc.s57dvhjkmnh,2,0,2,1,0,4,52,10,8,5,0
com.dzmfmpzii,5,0,0,0,0,2,0,6,21,3,0
com.KumpulanLaguPINKANMAMBOLengkap2017.musik.sawaldroid,3,0,0,0,0,1,8,2,2,2,0
com.alitalehmann55,8,0,3,2,0,3,8,8,14,7,0
com.ans.briwat.maghribia,6,0,0,0,0,1,6,2,3,2,0
com.oaah.requ,1,0,1,1,0,10,0,0,30,0,0
appinventor.ai_zaenal77hafid.STING,3,0,0,0,0,1,34,9,4,4,0
com.datadatadata,3,0,0,0,0,1,22,4,2,1,0
com.ariannamicrochip,6,0,0,1,0,1,1,3,7,3,0
appinventor.ai_onlineaguaviva.Radio,1,0,0,0,0,1,30,8,3,3,0
com.longyou.haitunpay,11,0,0,0,2,3,10,10,14,4,0
com.alliancehealth,30,0,3,0,0,6,1,5,6,3,0
appinventor.ai_aaoruchka,4,0,0,0,0,1,24,8,3,3,0
appinventor.ai_alexandra_marin,14,0,0,0,0,1,28,7,5,4,0
apps.togocn.com,5,1,1,3,0,1,0,3,3,0,0
appinventor.ai_najih94izzan.MANA,3,0,0,0,0,1,34,9,4,4,0
com.lukelast.quickHJDKF4471806C833C361446B794C53E433D507586F635,8,0,5,5,0,2,0,2,7,0,0
com.gucdxj.androidA2434982DF09D231BB2B555EDF21EF9DC86A0F32,3,0,0,4,0,1,0,6,14,3,0
com,30,0,2,2,1,4,1,5,11,7,0
abiy.aqqui.qtc.bel.usxtqi,20,1,9,15,5,24,2,13,45,10,0
com.bdi,3,0,0,1,0,1,8,4,3,2,1
bbear.android.critica.ksfs,9,0,5,5,0,2,0,2,9,1,0
com.bigtreesolutions,1,0,0,0,0,1,2,2,5,2,0
com.a2876666663,1,2,1,1,0,9,4,7,18,9,2
com.rgfood,12,0,1,6,1,4,11,8,7,5,0
cn.ahut,13,0,4,3,0,10,7,5,11,4,0
com.atnanapp.CaraMudahMembuatSlime,3,0,0,0,0,1,8,2,2,2,0
appinventor.ai_f_delcastillo_seluja.templerun1y2,1,0,0,0,0,1,30,7,3,3,0
com.dyTECapp.KidMath,4,0,0,1,0,1,0,2,7,0,0
com.renrenyouhuo.jzc,6,0,5,0,0,2,0,1,30,0,0
com.baidu.vrvision,13,1,5,1,0,10,0,1,14,0,0
com.lukeallen.bombes,3,0,1,1,0,2,0,2,8,0,0
com.asesinatoORIENTEXPRESS.book,7,0,0,0,0,3,0,2,8,3,0
com.new.rima,1,0,0,0,0,1,0,0,6,0,0
com.photorecoveryshop.video,9,1,2,4,0,2,0,3,9,0,0
com.dyTECapp.HHtetris,3,0,1,1,0,2,0,2,8,0,0
appinventor.ai_shane_corry,3,0,0,0,0,1,24,8,3,3,0
calculadora.com,1,0,0,0,0,1,0,0,0,0,0
com.poipoip.chaiqian,3,0,1,1,0,2,2,3,10,2,0
com.hssd.sbvoa,31,1,9,21,11,33,0,13,33,10,0
appinventor.ai_bubblesproduction1.Dros123,2,0,0,0,0,1,28,8,4,4,0
com.coop.qudsyaa,5,0,1,1,2,3,22,7,5,3,0
com.EasyDrawingTutorial.praba,3,0,0,0,0,1,4,2,2,2,0
com.aitype.android.theme.pt_colorful_paradise,5,0,5,3,0,9,2,7,12,7,0
com.bzy,3,1,1,2,0,3,4,4,9,3,0
com.agveris,4,0,3,1,0,7,4,4,9,3,0
com.alivadoguh,4,0,0,0,0,1,8,3,2,2,0
com.phoneblocker.android,6,0,3,5,0,10,7,6,15,6,1
br.com.itbold.webmarchador,1,0,0,0,0,1,12,3,1,0,0
com.androidwasabi.livewallpaper,5,0,1,2,0,3,11,9,3,2,1
adora,3,1,1,2,0,1,10,5,3,2,0
com.alcorao_the_koran_quran_english,3,0,0,0,0,1,3,4,3,3,0
com.bllf.euum.jlzq,30,0,3,2,0,10,3,7,22,5,1
com.jb.bdbook,35,0,1,0,2,3,0,9,13,7,0
com.appluco.apps,29,0,1,2,1,3,4,8,9,5,1
com.SlowRockMemoriesmalaysia.sandi,3,0,0,0,0,1,4,2,2,2,0
com,26,0,3,1,0,5,2,8,5,4,0
com.a166837760152b80fb1709165a,10,0,3,2,0,5,6,9,11,6,2
autoecoleplanete.enligne.cm.autocoleplante,2,0,1,1,0,1,13,10,5,3,0
appinventor.ai_viksurf,2,0,0,0,0,1,29,7,7,4,0
com.dafatiri,4,0,0,0,0,1,6,3,6,4,0
com.mopower.game.fightbysczh24191C079ED3F9488C1DEBF7664A9E3988A40632,11,0,1,1,0,2,0,5,13,4,0
com.blibz,3,0,2,4,0,4,12,5,7,4,0
com,41,0,2,1,1,8,2,9,24,8,0
cn.ghongcarpente0522.android.app,4,0,1,1,0,4,4,3,6,1,0
com.apespuug,15,0,0,0,0,1,9,4,3,2,0
bit.ly.pantaijatimalang,2,0,1,1,0,1,13,10,5,3,0
com.GayaFashionTrendy2018.agus,3,0,0,0,0,1,9,3,2,2,0
com.qmtiku.categoryId_72512452A46B69002C2423D857E5F363444F6FC3B,26,0,3,4,0,7,0,6,17,3,0
byfaycom.bulgaria.radio,5,0,1,2,0,9,4,5,4,4,1
com.abc.chandamamaabc,8,0,0,0,0,1,18,5,2,2,1
com.elfswipe18CFF08820FDEB1BDBCE1203B6ECD5A1BFC38B29,7,1,3,5,0,10,12,7,15,5,1
app.mytim.logistics,17,0,2,3,0,15,0,2,32,0,0
book.zzzzz.samost,7,0,0,0,0,3,0,2,8,3,0
com.KataSindiranHalusDanPedasNamunBijak.senjadeveloper,3,0,0,0,0,1,5,2,2,2,0
appinventor.ai_tunegocioapp,4,0,0,0,0,1,32,8,4,3,0
com.as.ytb.rnloader,16,2,15,12,3,21,4,13,34,12,0
com.NewSomaliSongs,4,0,0,0,0,1,10,4,3,1,2
acms.svmfoundation.in.shinevisionmicrofinance,2,0,1,1,0,1,13,10,5,3,0
com.dhyohaw,3,0,0,0,0,1,8,2,2,2,0
com.app,1,0,0,0,0,1,1,1,3,0,0
com.automotiontv,2,0,4,3,0,5,4,4,9,4,3
com.bouchidocode,6,0,0,1,0,1,12,4,3,3,0
brechtos.minecraft.crafting,3,0,1,1,0,2,5,5,4,3,0
com.in.canada,1,0,0,0,0,1,0,0,7,0,0
appinventor.ai_gregpardee1,1,0,0,0,0,1,30,7,4,3,0
appinventor.ai_plados.KasinkaParafia,1,0,0,0,0,1,30,8,3,3,0
com.MyFixtures,17,0,1,1,0,3,3,6,11,5,0
com.hxjr.starloan.android,4,2,2,5,0,9,0,3,21,0,2
com.eiyawente.mymizhishoudian,10,1,2,6,0,4,0,3,10,0,3
ceritapalui.blogspot.co.id.sipalui,2,0,1,1,0,1,13,10,5,3,0
at.mbasoft,3,0,0,0,0,1,10,6,3,3,0
com.bmsoft,11,0,0,0,0,1,0,2,8,1,0
com.appbodia.translator,5,0,0,0,0,1,15,5,2,2,0
com.rdqijys.tfbvn,9,0,2,1,0,7,0,1,14,0,0
air.luckySlots,2,0,0,0,0,1,3,5,5,4,0
appinventor.ai_willemlogan.SmartRadio,2,0,0,0,0,1,30,8,3,3,0
an.TamilTranslate,2,0,1,1,2,2,2,5,2,2,0
appinventor.ai_zakatf1tr4h.EdSheeran,3,0,0,0,0,1,34,9,4,4,0
appinventor.ai_jschierbeck0940,3,0,0,0,0,1,30,7,4,3,0
co.jp.softbank.carview,28,0,0,0,0,1,2,4,3,2,0
com.redfedfdgeolo.androxueflash69384EF9AAB9D2939E606EF392C96666528DFFE9,6,0,1,1,0,2,2,6,9,3,0
com.Introvert.cardmagictricks,3,0,0,0,0,1,4,2,2,2,0
cat.enricmas,2,0,1,2,0,3,2,5,11,4,1
com.drbingen,6,0,0,0,0,1,1,1,1,0,0
air.JollyGirlHouseEscape,2,0,0,0,0,1,7,2,1,1,0
cn.skyone.dict,23,0,0,3,1,1,17,8,8,4,0
com.ecofriendlyleatherbag.hexadina,3,0,0,0,0,1,4,2,2,2,0
com.anzix.visiontools,6,0,0,0,0,1,21,7,2,0,0
com.Kitab.Fatkhul.QoribTerjemah,3,0,0,0,0,1,9,3,2,2,0
com.baaddin,27,0,7,3,0,13,12,7,8,6,9
com.and.wei.game.mo,10,0,9,7,0,8,2,8,18,8,0
com.aries.duxin.xlx,7,0,0,1,0,1,0,2,10,0,0
com.black.copyfloatingwindow,5,1,4,5,0,8,2,9,12,7,0
br.com.audiobras.ogid,1,0,0,0,1,1,8,2,3,1,0
an,6,0,2,3,0,2,0,2,8,0,0
com.bbxp.vnmn.pmgy,4,0,2,2,0,8,3,6,14,4,0
com.IkhfaStudio.idedesainkaosunik,3,0,0,0,0,1,5,2,2,2,0
com.battery,9,0,6,5,0,9,3,9,14,8,0
com.directionsdfg557,4,0,0,0,0,1,14,4,3,3,0
com.chacnsnsscscy,1,1,3,3,0,8,2,8,23,4,0
appinventor.ai_nicolarocco92,6,0,0,0,0,1,24,8,3,3,0
com.pet.ualang,3,0,0,0,0,1,8,4,3,2,0
appinventor.ai_pinaysabroad,6,0,0,0,0,1,28,9,5,4,0
com.jtjsb.wsjfw7B4AC006D08DA2106911FCD0CF1F983E90AF2A19,16,1,2,5,0,2,0,3,31,0,2
com.newminizysevenqi.jishiben,13,0,1,4,0,3,0,1,12,0,0
com.educaapps.junit,2,0,0,0,0,1,8,2,2,2,0
com.Dev7Mus.Nasa2i7.Nabawia.LilHayat.Yawmia,5,0,0,0,0,1,6,2,5,2,0
com.dfghjktyu.yydfv,2,0,3,3,0,18,0,4,17,1,0
com.apex,33,0,1,4,0,1,0,6,15,3,0
com.dfghjktyu,2,0,3,3,0,18,0,4,17,1,0
com.app,8,0,2,1,0,4,2,9,10,8,0
com.leafson.lifecycle,14,1,1,4,0,2,0,2,26,0,0
com.naixinb.ballworld.ball,3,0,1,1,0,2,0,2,7,0,0
com.LongdresWomensBatikCollection.narsumstudio,3,0,0,0,0,1,8,2,2,2,0
com.appspot,15,0,2,2,0,8,5,5,9,2,0
com.arroyaapps.bathroominteriordesigns,3,0,0,0,0,1,4,2,2,2,0
com.jkdjvrikin.mckjdslroid.wuxing,2,0,1,1,0,1,0,2,0,0,0
app.megaunivema,4,0,0,0,0,1,12,3,2,2,0
com.habra.example.call_recorder,8,0,1,2,0,2,9,6,9,4,0
